Epoch 1/3
Average epoch loss: 0.0000
Iteration 27900, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 28000, Loss: 0.6414
Model saved to final_model_checkpoint_2048
Iteration 28100, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 28200, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 28300, Loss: 0.6416
Model saved to final_model_checkpoint_2048
Iteration 28400, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 28500, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 28600, Loss: 0.6414
Model saved to final_model_checkpoint_2048
Iteration 28700, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 28800, Loss: 0.6413
Model saved to final_model_checkpoint_2048
Iteration 28900, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 29000, Loss: 0.6414
Model saved to final_model_checkpoint_2048
Iteration 29100, Loss: 0.6414
Model saved to final_model_checkpoint_2048
Iteration 29200, Loss: 0.6414
Model saved to final_model_checkpoint_2048
Iteration 29300, Loss: 0.6413
Model saved to final_model_checkpoint_2048
Iteration 29400, Loss: 0.6416
Model saved to final_model_checkpoint_2048
Iteration 29500, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 29600, Loss: 0.6414
Model saved to final_model_checkpoint_2048
Iteration 29700, Loss: 0.6414
Model saved to final_model_checkpoint_2048
Iteration 29800, Loss: 0.6412
Model saved to final_model_checkpoint_2048
Iteration 29900, Loss: 0.6413
Model saved to final_model_checkpoint_2048
Iteration 30000, Loss: 0.6414
Model saved to final_model_checkpoint_2048
Iteration 30100, Loss: 0.6414
Model saved to final_model_checkpoint_2048
Iteration 30200, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 30300, Loss: 0.6416
Model saved to final_model_checkpoint_2048
Iteration 30400, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 30500, Loss: 0.6416
Model saved to final_model_checkpoint_2048
Iteration 30600, Loss: 0.6416
Model saved to final_model_checkpoint_2048
Iteration 30700, Loss: 0.6416
Model saved to final_model_checkpoint_2048
Iteration 30800, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 30900, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 31000, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 31100, Loss: 0.6419
Model saved to final_model_checkpoint_2048
Iteration 31200, Loss: 0.6418
Model saved to final_model_checkpoint_2048
Iteration 31300, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 31400, Loss: 0.6416
Model saved to final_model_checkpoint_2048
Iteration 31500, Loss: 0.6416
Model saved to final_model_checkpoint_2048
Iteration 31600, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 31700, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 31800, Loss: 0.6416
Model saved to final_model_checkpoint_2048
Iteration 31900, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 32000, Loss: 0.6418
Model saved to final_model_checkpoint_2048
Iteration 32100, Loss: 0.6418
Model saved to final_model_checkpoint_2048
Iteration 32200, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 32300, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 32400, Loss: 0.6418
Model saved to final_model_checkpoint_2048
Iteration 32500, Loss: 0.6418
Model saved to final_model_checkpoint_2048
Iteration 32600, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 32700, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 32800, Loss: 0.6418
Model saved to final_model_checkpoint_2048
Iteration 32900, Loss: 0.6418
Model saved to final_model_checkpoint_2048
Iteration 33000, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 33100, Loss: 0.6418
Model saved to final_model_checkpoint_2048
Iteration 33200, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 33300, Loss: 0.6418
Model saved to final_model_checkpoint_2048
Iteration 33400, Loss: 0.6418
Model saved to final_model_checkpoint_2048
Iteration 33500, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 33600, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 33700, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 33800, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 33900, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 34000, Loss: 0.6416
Model saved to final_model_checkpoint_2048
Iteration 34100, Loss: 0.6416
Model saved to final_model_checkpoint_2048
Iteration 34200, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 34300, Loss: 0.6418
Model saved to final_model_checkpoint_2048
Iteration 34400, Loss: 0.6419
Model saved to final_model_checkpoint_2048
Iteration 34500, Loss: 0.6419
Model saved to final_model_checkpoint_2048
Iteration 34600, Loss: 0.6419
Model saved to final_model_checkpoint_2048
Iteration 34700, Loss: 0.6418
Model saved to final_model_checkpoint_2048
Iteration 34800, Loss: 0.6418
Model saved to final_model_checkpoint_2048
Iteration 34900, Loss: 0.6419
Model saved to final_model_checkpoint_2048
Iteration 35000, Loss: 0.6418
Model saved to final_model_checkpoint_2048
Iteration 35100, Loss: 0.6419
Model saved to final_model_checkpoint_2048
Iteration 35200, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 35300, Loss: 0.6417
Model saved to final_model_checkpoint_2048
Iteration 35400, Loss: 0.6416
Model saved to final_model_checkpoint_2048
Iteration 35500, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 35600, Loss: 0.6416
Model saved to final_model_checkpoint_2048
Iteration 35700, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 35800, Loss: 0.6414
Model saved to final_model_checkpoint_2048
Iteration 35900, Loss: 0.6414
Model saved to final_model_checkpoint_2048
Iteration 36000, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 36100, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 36200, Loss: 0.6415
Model saved to final_model_checkpoint_2048
Iteration 36300, Loss: 0.6414
Model saved to final_model_checkpoint_2048
Iteration 36400, Loss: 0.6413
Model saved to final_model_checkpoint_2048
Iteration 36500, Loss: 0.6412
Model saved to final_model_checkpoint_2048
Iteration 36600, Loss: 0.6412
Model saved to final_model_checkpoint_2048
Iteration 36700, Loss: 0.6413
Model saved to final_model_checkpoint_2048
Iteration 36800, Loss: 0.6412
Model saved to final_model_checkpoint_2048
Iteration 36900, Loss: 0.6412
Model saved to final_model_checkpoint_2048
Iteration 37000, Loss: 0.6412
Model saved to final_model_checkpoint_2048
Iteration 37100, Loss: 0.6411
Model saved to final_model_checkpoint_2048
Iteration 37200, Loss: 0.6410
Model saved to final_model_checkpoint_2048
Iteration 37300, Loss: 0.6410
Model saved to final_model_checkpoint_2048
Iteration 37400, Loss: 0.6409
Model saved to final_model_checkpoint_2048
Iteration 37500, Loss: 0.6410
Model saved to final_model_checkpoint_2048
Iteration 37600, Loss: 0.6409
Model saved to final_model_checkpoint_2048
Iteration 37700, Loss: 0.6408
Model saved to final_model_checkpoint_2048
Iteration 37800, Loss: 0.6408
Model saved to final_model_checkpoint_2048
Iteration 37900, Loss: 0.6408
Model saved to final_model_checkpoint_2048
Iteration 38000, Loss: 0.6409
Model saved to final_model_checkpoint_2048
Iteration 38100, Loss: 0.6408
Model saved to final_model_checkpoint_2048
Iteration 38200, Loss: 0.6408
Model saved to final_model_checkpoint_2048
Iteration 38300, Loss: 0.6408
Model saved to final_model_checkpoint_2048
Iteration 38400, Loss: 0.6407
Model saved to final_model_checkpoint_2048
Iteration 38500, Loss: 0.6407
Model saved to final_model_checkpoint_2048
Iteration 38600, Loss: 0.6407
Model saved to final_model_checkpoint_2048
Iteration 38700, Loss: 0.6407
Model saved to final_model_checkpoint_2048
Iteration 38800, Loss: 0.6408
Model saved to final_model_checkpoint_2048
Iteration 38900, Loss: 0.6408
Model saved to final_model_checkpoint_2048
Iteration 39000, Loss: 0.6408
Model saved to final_model_checkpoint_2048
Iteration 39100, Loss: 0.6408
Model saved to final_model_checkpoint_2048
Iteration 39200, Loss: 0.6409
Model saved to final_model_checkpoint_2048
Iteration 39300, Loss: 0.6408
Model saved to final_model_checkpoint_2048
Iteration 39400, Loss: 0.6408
Model saved to final_model_checkpoint_2048
Iteration 39500, Loss: 0.6409
Model saved to final_model_checkpoint_2048
Iteration 39600, Loss: 0.6409
Model saved to final_model_checkpoint_2048
Iteration 39700, Loss: 0.6410
Model saved to final_model_checkpoint_2048
Iteration 39800, Loss: 0.6410
Model saved to final_model_checkpoint_2048
Iteration 39900, Loss: 0.6409
Model saved to final_model_checkpoint_2048
Iteration 40000, Loss: 0.6409
Model saved to final_model_checkpoint_2048
Iteration 40100, Loss: 0.6410
Model saved to final_model_checkpoint_2048
Iteration 40200, Loss: 0.6410
Model saved to final_model_checkpoint_2048
Iteration 40300, Loss: 0.6411
Model saved to final_model_checkpoint_2048
Iteration 40400, Loss: 0.6411
Model saved to final_model_checkpoint_2048
Iteration 40500, Loss: 0.6411
Model saved to final_model_checkpoint_2048
Iteration 40600, Loss: 0.6412
Model saved to final_model_checkpoint_2048
Iteration 40700, Loss: 0.6412
Model saved to final_model_checkpoint_2048
Iteration 40800, Loss: 0.6412
Model saved to final_model_checkpoint_2048
Iteration 40900, Loss: 0.6411
Model saved to final_model_checkpoint_2048
Iteration 41000, Loss: 0.6410
Model saved to final_model_checkpoint_2048
Iteration 41100, Loss: 0.6410
Model saved to final_model_checkpoint_2048
Iteration 41200, Loss: 0.6410
Model saved to final_model_checkpoint_2048
Iteration 41300, Loss: 0.6411
Model saved to final_model_checkpoint_2048
Iteration 41400, Loss: 0.6410
Model saved to final_model_checkpoint_2048
Iteration 41500, Loss: 0.6410
Model saved to final_model_checkpoint_2048
Iteration 41600, Loss: 0.6410
Model saved to final_model_checkpoint_2048
Iteration 41700, Loss: 0.6409
Model saved to final_model_checkpoint_2048
Iteration 41800, Loss: 0.6408
Model saved to final_model_checkpoint_2048
Iteration 41900, Loss: 0.6408
Model saved to final_model_checkpoint_2048
Iteration 42000, Loss: 0.6407
Model saved to final_model_checkpoint_2048
Iteration 42100, Loss: 0.6406
Model saved to final_model_checkpoint_2048
Iteration 42200, Loss: 0.6405
Model saved to final_model_checkpoint_2048
Iteration 42300, Loss: 0.6405
Model saved to final_model_checkpoint_2048
Iteration 42400, Loss: 0.6406
Model saved to final_model_checkpoint_2048
Iteration 42500, Loss: 0.6406
Model saved to final_model_checkpoint_2048
Iteration 42600, Loss: 0.6406
Model saved to final_model_checkpoint_2048
Iteration 42700, Loss: 0.6406
Model saved to final_model_checkpoint_2048
Iteration 42800, Loss: 0.6406
Model saved to final_model_checkpoint_2048
Iteration 42900, Loss: 0.6407
Model saved to final_model_checkpoint_2048
Iteration 43000, Loss: 0.6406
Model saved to final_model_checkpoint_2048
Iteration 43100, Loss: 0.6405
Model saved to final_model_checkpoint_2048
Iteration 43200, Loss: 0.6405
Model saved to final_model_checkpoint_2048
Iteration 43300, Loss: 0.6405
Model saved to final_model_checkpoint_2048
Iteration 43400, Loss: 0.6404
Model saved to final_model_checkpoint_2048
Iteration 43500, Loss: 0.6404
Model saved to final_model_checkpoint_2048
Iteration 43600, Loss: 0.6404
Model saved to final_model_checkpoint_2048
Iteration 43700, Loss: 0.6404
Model saved to final_model_checkpoint_2048
Iteration 43800, Loss: 0.6405
Model saved to final_model_checkpoint_2048
Iteration 43900, Loss: 0.6405
Model saved to final_model_checkpoint_2048
Iteration 44000, Loss: 0.6406
Model saved to final_model_checkpoint_2048
Iteration 44100, Loss: 0.6406
Model saved to final_model_checkpoint_2048
Iteration 44200, Loss: 0.6406
Model saved to final_model_checkpoint_2048
Iteration 44300, Loss: 0.6407
Model saved to final_model_checkpoint_2048
Iteration 44400, Loss: 0.6406
Model saved to final_model_checkpoint_2048
Iteration 44500, Loss: 0.6407
Model saved to final_model_checkpoint_2048
Iteration 44600, Loss: 0.6406
Model saved to final_model_checkpoint_2048
Iteration 44700, Loss: 0.6405
Model saved to final_model_checkpoint_2048
Iteration 44800, Loss: 0.6405
Model saved to final_model_checkpoint_2048
Iteration 44900, Loss: 0.6405
Model saved to final_model_checkpoint_2048
Iteration 45000, Loss: 0.6404
Model saved to final_model_checkpoint_2048
Iteration 45100, Loss: 0.6404
Model saved to final_model_checkpoint_2048
Iteration 45200, Loss: 0.6404
Model saved to final_model_checkpoint_2048
Iteration 45300, Loss: 0.6403
Model saved to final_model_checkpoint_2048
Iteration 45400, Loss: 0.6403
Model saved to final_model_checkpoint_2048
Iteration 45500, Loss: 0.6403
Model saved to final_model_checkpoint_2048
Iteration 45600, Loss: 0.6403
Model saved to final_model_checkpoint_2048
Iteration 45700, Loss: 0.6402
Model saved to final_model_checkpoint_2048
Iteration 45800, Loss: 0.6403
Model saved to final_model_checkpoint_2048
Iteration 45900, Loss: 0.6402
Model saved to final_model_checkpoint_2048
Iteration 46000, Loss: 0.6402
Model saved to final_model_checkpoint_2048
Iteration 46100, Loss: 0.6402
Model saved to final_model_checkpoint_2048
Iteration 46200, Loss: 0.6402
Model saved to final_model_checkpoint_2048
Iteration 46300, Loss: 0.6402
Model saved to final_model_checkpoint_2048
Iteration 46400, Loss: 0.6402
Model saved to final_model_checkpoint_2048
Iteration 46500, Loss: 0.6401
Model saved to final_model_checkpoint_2048
Iteration 46600, Loss: 0.6400
Model saved to final_model_checkpoint_2048
Iteration 46700, Loss: 0.6399
Model saved to final_model_checkpoint_2048
Iteration 46800, Loss: 0.6399
Model saved to final_model_checkpoint_2048
Iteration 46900, Loss: 0.6399
Model saved to final_model_checkpoint_2048
Iteration 47000, Loss: 0.6398
Model saved to final_model_checkpoint_2048
Iteration 47100, Loss: 0.6399
Model saved to final_model_checkpoint_2048
Iteration 47200, Loss: 0.6398
Model saved to final_model_checkpoint_2048
Iteration 47300, Loss: 0.6398
Model saved to final_model_checkpoint_2048
Iteration 47400, Loss: 0.6398
Model saved to final_model_checkpoint_2048
Iteration 47500, Loss: 0.6398
Model saved to final_model_checkpoint_2048
Iteration 47600, Loss: 0.6397
Model saved to final_model_checkpoint_2048
Iteration 47700, Loss: 0.6396
Model saved to final_model_checkpoint_2048
Iteration 47800, Loss: 0.6397
Model saved to final_model_checkpoint_2048
Iteration 47900, Loss: 0.6397
Model saved to final_model_checkpoint_2048
Iteration 48000, Loss: 0.6398
Model saved to final_model_checkpoint_2048
Iteration 48100, Loss: 0.6397
Model saved to final_model_checkpoint_2048
Iteration 48200, Loss: 0.6397
Model saved to final_model_checkpoint_2048
Iteration 48300, Loss: 0.6398
Model saved to final_model_checkpoint_2048
Iteration 48400, Loss: 0.6398
Model saved to final_model_checkpoint_2048
Iteration 48500, Loss: 0.6398
Model saved to final_model_checkpoint_2048
Iteration 48600, Loss: 0.6398
Model saved to final_model_checkpoint_2048
Iteration 48700, Loss: 0.6398
Model saved to final_model_checkpoint_2048
Iteration 48800, Loss: 0.6398
Model saved to final_model_checkpoint_2048
Iteration 48900, Loss: 0.6397
Model saved to final_model_checkpoint_2048
Iteration 49000, Loss: 0.6397
Model saved to final_model_checkpoint_2048
Iteration 49100, Loss: 0.6397
Model saved to final_model_checkpoint_2048
Iteration 49200, Loss: 0.6397
Model saved to final_model_checkpoint_2048
Iteration 49300, Loss: 0.6397
Model saved to final_model_checkpoint_2048
Iteration 49400, Loss: 0.6397
Model saved to final_model_checkpoint_2048
Iteration 49500, Loss: 0.6397
Model saved to final_model_checkpoint_2048
Iteration 49600, Loss: 0.6396
Model saved to final_model_checkpoint_2048
Epoch 3/3
Average epoch loss: 0.0000

Model saved to final_model_checkpoint_2048_captions_noquant
Iteration 100, Loss: 0.6076
Model saved to final_model_checkpoint_2048
Iteration 200, Loss: 0.6141
Model saved to final_model_checkpoint_2048
Iteration 300, Loss: 0.6145
Model saved to final_model_checkpoint_2048
Iteration 400, Loss: 0.6163
Model saved to final_model_checkpoint_2048
Iteration 500, Loss: 0.6181
Model saved to final_model_checkpoint_2048
Iteration 600, Loss: 0.6173
Model saved to final_model_checkpoint_2048
Iteration 700, Loss: 0.6163
Model saved to final_model_checkpoint_2048
Iteration 800, Loss: 0.6181
Model saved to final_model_checkpoint_2048
Iteration 900, Loss: 0.6198
Model saved to final_model_checkpoint_2048
Iteration 1000, Loss: 0.6219
Model saved to final_model_checkpoint_2048
Iteration 1100, Loss: 0.6241
Model saved to final_model_checkpoint_2048
Iteration 1200, Loss: 0.6243
Model saved to final_model_checkpoint_2048
Iteration 1300, Loss: 0.6254
Model saved to final_model_checkpoint_2048
Iteration 1400, Loss: 0.6267
Model saved to final_model_checkpoint_2048
Iteration 1500, Loss: 0.6275
Model saved to final_model_checkpoint_2048
Iteration 1600, Loss: 0.6277
Model saved to final_model_checkpoint_2048
Iteration 1700, Loss: 0.6277
Model saved to final_model_checkpoint_2048
Iteration 1800, Loss: 0.6287
Model saved to final_model_checkpoint_2048
Iteration 1900, Loss: 0.6275
Model saved to final_model_checkpoint_2048
Iteration 2000, Loss: 0.6268
Model saved to final_model_checkpoint_2048
Iteration 2100, Loss: 0.6275
Model saved to final_model_checkpoint_2048
Iteration 2200, Loss: 0.6278
Model saved to final_model_checkpoint_2048
Iteration 2300, Loss: 0.6289
Model saved to final_model_checkpoint_2048
Iteration 2400, Loss: 0.6294
Model saved to final_model_checkpoint_2048
Iteration 2500, Loss: 0.6287
Model saved to final_model_checkpoint_2048
Iteration 2600, Loss: 0.6289
Model saved to final_model_checkpoint_2048
Iteration 2700, Loss: 0.6289
Model saved to final_model_checkpoint_2048
Iteration 2800, Loss: 0.6308
Model saved to final_model_checkpoint_2048
Iteration 2900, Loss: 0.6308
Model saved to final_model_checkpoint_2048
Iteration 3000, Loss: 0.6298
Model saved to final_model_checkpoint_2048
Iteration 3100, Loss: 0.6306
Model saved to final_model_checkpoint_2048
Iteration 3200, Loss: 0.6315
Model saved to final_model_checkpoint_2048
Iteration 3300, Loss: 0.6308
Model saved to final_model_checkpoint_2048
Iteration 3400, Loss: 0.6304
Model saved to final_model_checkpoint_2048
Iteration 3500, Loss: 0.6306
Model saved to final_model_checkpoint_2048
Iteration 3600, Loss: 0.6317
Model saved to final_model_checkpoint_2048
Iteration 3700, Loss: 0.6310
Model saved to final_model_checkpoint_2048
Iteration 3800, Loss: 0.6314
Model saved to final_model_checkpoint_2048
Iteration 3900, Loss: 0.6307
Model saved to final_model_checkpoint_2048
Iteration 4000, Loss: 0.6306
Model saved to final_model_checkpoint_2048
Iteration 4100, Loss: 0.6319
Model saved to final_model_checkpoint_2048
Iteration 4200, Loss: 0.6315
Model saved to final_model_checkpoint_2048
Iteration 4300, Loss: 0.6308
Model saved to final_model_checkpoint_2048
Iteration 4400, Loss: 0.6309
Model saved to final_model_checkpoint_2048
Iteration 4500, Loss: 0.6305
Model saved to final_model_checkpoint_2048
Iteration 4600, Loss: 0.6301
Model saved to final_model_checkpoint_2048
Iteration 4700, Loss: 0.6298
Model saved to final_model_checkpoint_2048
Iteration 4800, Loss: 0.6297
Model saved to final_model_checkpoint_2048
Iteration 4900, Loss: 0.6301
Model saved to final_model_checkpoint_2048
Iteration 5000, Loss: 0.6305
Model saved to final_model_checkpoint_2048
Iteration 5100, Loss: 0.6302
Model saved to final_model_checkpoint_2048
Iteration 5200, Loss: 0.6302
Model saved to final_model_checkpoint_2048
Iteration 5300, Loss: 0.6288
Model saved to final_model_checkpoint_2048
Iteration 5400, Loss: 0.6292
Model saved to final_model_checkpoint_2048
Iteration 5500, Loss: 0.6280
Model saved to final_model_checkpoint_2048
Iteration 5600, Loss: 0.6284
Model saved to final_model_checkpoint_2048
Iteration 5700, Loss: 0.6277
Model saved to final_model_checkpoint_2048
Iteration 5800, Loss: 0.6275
Model saved to final_model_checkpoint_2048
Iteration 5900, Loss: 0.6276
Model saved to final_model_checkpoint_2048
Iteration 6000, Loss: 0.6268
Model saved to final_model_checkpoint_2048
Iteration 6100, Loss: 0.6268
Model saved to final_model_checkpoint_2048
Iteration 6200, Loss: 0.6271
Model saved to final_model_checkpoint_2048
Iteration 6300, Loss: 0.6274
Model saved to final_model_checkpoint_2048
Iteration 6400, Loss: 0.6272
Model saved to final_model_checkpoint_2048
Iteration 6500, Loss: 0.6275
Model saved to final_model_checkpoint_2048
Iteration 6600, Loss: 0.6279
Model saved to final_model_checkpoint_2048
Iteration 6700, Loss: 0.6284
Model saved to final_model_checkpoint_2048
Iteration 6800, Loss: 0.6282
Model saved to final_model_checkpoint_2048
Iteration 6900, Loss: 0.6278
Model saved to final_model_checkpoint_2048
Iteration 7000, Loss: 0.6282
Model saved to final_model_checkpoint_2048
Iteration 7100, Loss: 0.6286
Model saved to final_model_checkpoint_2048
Iteration 7200, Loss: 0.6285
Model saved to final_model_checkpoint_2048
Iteration 7300, Loss: 0.6287
Model saved to final_model_checkpoint_2048
Iteration 7400, Loss: 0.6284
Model saved to final_model_checkpoint_2048
Iteration 7500, Loss: 0.6278
Model saved to final_model_checkpoint_2048
Iteration 7600, Loss: 0.6279
Model saved to final_model_checkpoint_2048
Iteration 7700, Loss: 0.6278
Model saved to final_model_checkpoint_2048
Iteration 7800, Loss: 0.6279
Model saved to final_model_checkpoint_2048
Iteration 7900, Loss: 0.6278
Model saved to final_model_checkpoint_2048
Iteration 8000, Loss: 0.6280
Model saved to final_model_checkpoint_2048
Iteration 8100, Loss: 0.6279
Model saved to final_model_checkpoint_2048
Iteration 8200, Loss: 0.6281
Model saved to final_model_checkpoint_2048
Iteration 8300, Loss: 0.6278
Model saved to final_model_checkpoint_2048
Iteration 8400, Loss: 0.6278
Model saved to final_model_checkpoint_2048
Iteration 8500, Loss: 0.6282
Model saved to final_model_checkpoint_2048
Iteration 8600, Loss: 0.6285
Model saved to final_model_checkpoint_2048
Iteration 8700, Loss: 0.6286
Model saved to final_model_checkpoint_2048
Iteration 8800, Loss: 0.6289
Model saved to final_model_checkpoint_2048
Iteration 8900, Loss: 0.6289
Model saved to final_model_checkpoint_2048
Iteration 9000, Loss: 0.6284
Model saved to final_model_checkpoint_2048
Iteration 9100, Loss: 0.6285
Model saved to final_model_checkpoint_2048
Iteration 9200, Loss: 0.6284
Model saved to final_model_checkpoint_2048
Iteration 9300, Loss: 0.6285
Model saved to final_model_checkpoint_2048
Iteration 9400, Loss: 0.6285
Model saved to final_model_checkpoint_2048
Iteration 9500, Loss: 0.6286
Model saved to final_model_checkpoint_2048
Iteration 9600, Loss: 0.6288
Model saved to final_model_checkpoint_2048
Iteration 9700, Loss: 0.6285
Model saved to final_model_checkpoint_2048
Iteration 9800, Loss: 0.6280
Model saved to final_model_checkpoint_2048
Iteration 9900, Loss: 0.6279
Model saved to final_model_checkpoint_2048
Iteration 10000, Loss: 0.6277
Model saved to final_model_checkpoint_2048
Iteration 10100, Loss: 0.6274
Model saved to final_model_checkpoint_2048
Iteration 10200, Loss: 0.6278
Model saved to final_model_checkpoint_2048
Iteration 10300, Loss: 0.6279
Model saved to final_model_checkpoint_2048
Iteration 10400, Loss: 0.6279
Model saved to final_model_checkpoint_2048
Iteration 10500, Loss: 0.6280
Model saved to final_model_checkpoint_2048
Iteration 10600, Loss: 0.6284
Model saved to final_model_checkpoint_2048
Iteration 10700, Loss: 0.6282
Model saved to final_model_checkpoint_2048
Iteration 10800, Loss: 0.6283
Model saved to final_model_checkpoint_2048
Iteration 10900, Loss: 0.6282
Model saved to final_model_checkpoint_2048
Iteration 11000, Loss: 0.6283
Model saved to final_model_checkpoint_2048
Iteration 11100, Loss: 0.6281
Model saved to final_model_checkpoint_2048
Iteration 11200, Loss: 0.6278
Model saved to final_model_checkpoint_2048
Iteration 11300, Loss: 0.6280
Model saved to final_model_checkpoint_2048
Iteration 11400, Loss: 0.6284
Model saved to final_model_checkpoint_2048
Iteration 11500, Loss: 0.6285
Model saved to final_model_checkpoint_2048
Iteration 11600, Loss: 0.6284
Model saved to final_model_checkpoint_2048
Iteration 11700, Loss: 0.6286
Model saved to final_model_checkpoint_2048
Iteration 11800, Loss: 0.6286
Model saved to final_model_checkpoint_2048
Iteration 11900, Loss: 0.6283
Model saved to final_model_checkpoint_2048
Iteration 12000, Loss: 0.6282
Model saved to final_model_checkpoint_2048
Iteration 12100, Loss: 0.6277
Model saved to final_model_checkpoint_2048
Iteration 12200, Loss: 0.6278
Model saved to final_model_checkpoint_2048
Iteration 12300, Loss: 0.6277
Model saved to final_model_checkpoint_2048
Iteration 12400, Loss: 0.6276
Model saved to final_model_checkpoint_2048
Iteration 12500, Loss: 0.6278
Model saved to final_model_checkpoint_2048
Iteration 12600, Loss: 0.6278
Model saved to final_model_checkpoint_2048
Iteration 12700, Loss: 0.6278
Model saved to final_model_checkpoint_2048
Iteration 12800, Loss: 0.6276
Model saved to final_model_checkpoint_2048
Iteration 12900, Loss: 0.6275
Model saved to final_model_checkpoint_2048
Iteration 13000, Loss: 0.6273
Model saved to final_model_checkpoint_2048
Iteration 13100, Loss: 0.6271
Model saved to final_model_checkpoint_2048
Iteration 13200, Loss: 0.6269
Model saved to final_model_checkpoint_2048
Iteration 13300, Loss: 0.6270
Model saved to final_model_checkpoint_2048
Iteration 13400, Loss: 0.6272
Model saved to final_model_checkpoint_2048
Iteration 13500, Loss: 0.6272
Model saved to final_model_checkpoint_2048
Iteration 13600, Loss: 0.6273
Model saved to final_model_checkpoint_2048
Iteration 13700, Loss: 0.6274
Model saved to final_model_checkpoint_2048
Iteration 13800, Loss: 0.6273
Model saved to final_model_checkpoint_2048
Iteration 13900, Loss: 0.6272
Model saved to final_model_checkpoint_2048
Iteration 14000, Loss: 0.6272
Model saved to final_model_checkpoint_2048
Iteration 14100, Loss: 0.6272
Model saved to final_model_checkpoint_2048
Iteration 14200, Loss: 0.6271
Model saved to final_model_checkpoint_2048
Iteration 14300, Loss: 0.6269
Model saved to final_model_checkpoint_2048
Iteration 14400, Loss: 0.6269
Model saved to final_model_checkpoint_2048
Iteration 14500, Loss: 0.6268
Model saved to final_model_checkpoint_2048
Iteration 14600, Loss: 0.6267
Model saved to final_model_checkpoint_2048
Iteration 14700, Loss: 0.6268
Model saved to final_model_checkpoint_2048
Iteration 14800, Loss: 0.6267
Model saved to final_model_checkpoint_2048
Iteration 14900, Loss: 0.6269
Model saved to final_model_checkpoint_2048
Iteration 15000, Loss: 0.6270
Model saved to final_model_checkpoint_2048
Iteration 15100, Loss: 0.6273
Model saved to final_model_checkpoint_2048
Iteration 15200, Loss: 0.6274
Model saved to final_model_checkpoint_2048
Iteration 15300, Loss: 0.6277
Model saved to final_model_checkpoint_2048
Iteration 15400, Loss: 0.6275
Model saved to final_model_checkpoint_2048
Iteration 15500, Loss: 0.6274
Model saved to final_model_checkpoint_2048
Iteration 15600, Loss: 0.6275
Model saved to final_model_checkpoint_2048
Iteration 15700, Loss: 0.6274
Model saved to final_model_checkpoint_2048
Iteration 15800, Loss: 0.6272
Model saved to final_model_checkpoint_2048
Iteration 15900, Loss: 0.6271
Model saved to final_model_checkpoint_2048
Iteration 16000, Loss: 0.6271
Model saved to final_model_checkpoint_2048
Iteration 16100, Loss: 0.6271
Model saved to final_model_checkpoint_2048
Iteration 16200, Loss: 0.6271
Model saved to final_model_checkpoint_2048
Iteration 16300, Loss: 0.6271
Model saved to final_model_checkpoint_2048
Iteration 16400, Loss: 0.6269
Model saved to final_model_checkpoint_2048
Iteration 16500, Loss: 0.6271
Model saved to final_model_checkpoint_2048
Iteration 16600, Loss: 0.6271
Model saved to final_model_checkpoint_2048
Iteration 16700, Loss: 0.6271
Model saved to final_model_checkpoint_2048
Iteration 16800, Loss: 0.6273
Model saved to final_model_checkpoint_2048
Iteration 16900, Loss: 0.6272
Model saved to final_model_checkpoint_2048
